crop_type,soil_moisture,temperature,humidity,canal_level,wind_speed,crop_age_days,predicted_moisture_6h,water_need_code
Maize,35.55,27.88,52.49,12.21,7.3,48.4,23.34,2
Maize,70.33,37.45,82.88,26.06,6.23,54.2,54.63,0
Chilli,33.5,26.94,72.49,76.93,2.94,88.6,22.27,2
Tomato,16.37,22.98,71.65,11.33,2.75,108.5,7.17,2
Chilli,26.25,30.45,42.68,37.4,5.44,108.4,10.51,2
Maize,16.52,39.84,84.82,60.83,7.52,73.3,5.0,2
Tomato,81.29,23.76,59.77,76.93,5.38,79.2,70.39,0
Tomato,85.0,35.56,79.18,71.01,6.86,68.6,65.38,0
Cotton,68.36,36.47,51.47,98.96,7.73,50.8,53.45,0
Tomato,22.57,28.03,51.94,34.81,2.64,91.2,9.17,2
Tomato,77.93,32.39,88.06,10.01,4.31,22.2,64.69,0
Chilli,67.06,28.65,62.32,13.44,4.87,108.3,51.56,0
Tomato,38.26,25.25,38.29,18.78,1.74,41.2,28.65,2
Maize,50.16,28.52,80.96,97.77,6.38,34.1,42.01,1
Tomato,61.32,21.91,47.5,61.3,2.09,40.1,50.99,0
Maize,16.68,34.14,83.33,81.94,5.65,99.3,5.0,2
Cotton,50.11,36.58,85.4,98.66,4.19,39.6,40.93,1
Chilli,66.27,26.15,39.0,85.98,6.69,77.0,49.38,1
Groundnut,28.18,31.33,67.03,46.69,4.09,47.7,17.65,2
Cotton,46.07,24.64,88.98,88.83,4.69,82.2,39.23,1
Rice,52.28,22.55,86.2,49.04,1.45,75.1,49.65,1
Maize,66.49,33.27,63.89,20.26,6.47,119.8,47.01,1
Tomato,82.51,22.68,72.43,59.33,3.22,44.2,76.72,0
Chilli,74.38,35.64,68.23,92.42,4.64,48.5,53.8,0
Tomato,58.51,25.44,46.18,80.61,6.77,31.9,46.45,1
Groundnut,55.85,36.37,70.91,46.17,3.84,61.0,41.81,1
Tomato,57.22,27.37,53.32,86.94,2.2,102.1,45.79,1
Chilli,53.16,27.38,53.59,51.78,2.12,33.2,42.91,1
Rice,19.16,35.01,58.1,71.61,4.53,115.8,5.0,2
Groundnut,63.88,30.21,81.87,39.98,2.33,11.4,58.84,0
Groundnut,65.14,24.02,48.11,27.52,2.71,98.6,56.15,0
Cotton,50.87,37.01,48.79,38.21,1.88,86.1,39.26,1
Maize,75.93,26.8,35.4,88.76,3.57,109.6,60.54,0
Rice,62.07,22.06,43.53,99.08,3.73,67.4,53.88,0
Cotton,40.39,28.32,88.83,33.75,4.21,84.9,30.38,1
Maize,16.38,31.48,58.86,24.88,4.74,15.4,5.0,2
Groundnut,19.14,32.2,45.73,16.4,4.7,53.4,5.0,2
Cotton,39.63,36.71,88.11,77.84,2.94,94.8,39.05,1
Chilli,47.35,30.83,36.49,57.52,7.21,22.0,30.2,1
Groundnut,26.68,24.47,61.63,60.05,4.09,96.1,19.86,2
Cotton,28.25,25.23,79.25,14.07,6.66,43.9,20.24,2
Maize,31.11,22.02,77.51,17.3,4.46,48.8,25.56,2
Rice,69.64,34.72,45.41,92.32,2.96,81.2,56.91,0
Rice,68.99,22.12,73.93,61.91,5.91,18.6,60.38,0
Maize,41.81,32.12,69.23,29.73,1.42,78.7,29.25,2
Chilli,27.07,31.94,72.14,28.67,7.76,110.5,11.53,2
Rice,22.76,35.71,49.64,31.68,4.58,20.3,7.76,2
Rice,21.1,21.49,79.59,15.74,0.83,37.8,16.81,2
Cotton,42.39,24.06,65.76,14.48,3.37,11.5,35.41,1
Cotton,18.19,38.19,74.88,74.8,5.7,67.0,5.0,2
Rice,38.35,31.44,86.68,33.74,0.54,90.4,26.59,2
Chilli,82.31,29.15,82.05,44.6,2.09,111.9,68.54,0
Rice,50.53,34.95,78.03,58.36,7.39,50.5,36.66,1
Cotton,72.59,38.05,50.93,38.81,2.85,26.4,60.92,0
Groundnut,24.05,25.26,37.97,53.09,1.27,13.2,20.39,2
Groundnut,33.77,38.03,66.61,87.85,0.79,45.8,20.74,2
Chilli,81.26,22.17,36.9,31.97,4.95,66.3,66.38,0
Chilli,41.85,39.55,74.28,81.21,4.47,109.1,22.5,2
Groundnut,60.39,23.3,75.53,33.76,5.18,33.8,54.7,0
Chilli,83.33,25.32,65.96,26.83,7.66,95.9,71.62,0
Maize,53.56,21.93,44.25,16.54,0.48,62.9,48.29,1
Cotton,36.37,36.07,83.16,71.58,1.58,105.4,27.41,2
Chilli,52.24,39.68,67.78,47.05,1.87,104.9,34.43,1
Groundnut,18.82,25.94,63.32,79.34,3.42,104.3,10.5,2
Chilli,22.87,26.51,66.22,21.94,0.97,54.1,12.11,2
Groundnut,15.5,25.58,39.56,64.3,3.28,48.1,5.0,2
Rice,76.89,23.1,75.72,11.17,6.53,32.8,73.65,0
Rice,61.99,35.75,38.34,31.04,1.31,35.1,48.08,1
Rice,35.88,21.21,66.81,64.87,7.33,77.8,28.33,2
Chilli,30.48,39.36,44.31,15.04,7.29,115.8,5.0,2
Cotton,62.82,38.55,46.42,43.95,4.1,76.7,50.81,0
Tomato,79.37,22.37,47.83,60.55,6.88,55.4,69.2,0
Rice,35.94,30.59,35.79,75.48,5.69,36.7,18.53,2
Groundnut,37.51,39.86,84.05,73.51,2.85,81.7,22.58,2
Cotton,74.8,37.05,79.23,23.34,4.49,33.2,64.0,0
Chilli,77.54,34.3,36.72,16.77,0.93,20.3,59.44,0
Maize,78.98,20.45,38.13,43.87,3.97,20.3,71.44,0
Maize,35.52,21.37,78.06,31.67,6.64,103.6,29.05,2
Rice,23.42,35.88,35.37,37.51,4.68,52.0,7.5,2
Tomato,45.8,27.53,60.79,40.82,3.06,113.4,30.16,1
Groundnut,35.7,33.37,40.9,45.75,5.31,64.6,17.32,2
Maize,76.87,34.78,67.54,56.67,7.81,86.1,59.15,0
Cotton,17.56,28.44,89.91,10.84,0.54,101.0,11.51,2
Cotton,59.37,22.87,44.46,36.82,2.64,106.2,50.91,0
Tomato,78.43,27.73,87.62,33.79,1.25,27.9,71.5,0
Tomato,83.37,37.42,82.6,31.26,7.66,33.8,61.88,0
Cotton,60.51,26.62,89.22,80.98,4.37,26.5,56.35,0
Rice,81.49,21.25,77.14,32.62,1.04,59.0,79.35,0
Maize,20.3,39.18,82.13,23.59,4.9,27.1,6.13,2
Groundnut,40.15,33.61,67.7,86.66,4.0,81.6,27.66,2
Cotton,15.61,30.82,82.7,44.46,0.47,49.9,8.71,2
Cotton,83.68,36.58,41.13,26.56,6.92,116.0,65.61,0
Rice,78.19,28.22,75.79,77.61,5.67,99.8,65.53,0
Tomato,16.96,39.7,69.58,69.15,0.04,89.7,5.0,2
Tomato,16.27,37.15,38.29,95.08,7.68,85.8,5.0,2
Tomato,40.69,25.61,51.04,89.0,1.27,14.4,28.5,2
Tomato,33.1,27.42,46.89,72.49,0.0,19.2,23.49,2
Groundnut,74.29,25.51,57.28,24.49,3.42,57.5,60.86,0
Rice,26.23,33.19,45.91,53.49,1.13,110.6,13.62,2
Cotton,70.35,32.79,50.12,20.69,4.56,20.3,59.01,0
Chilli,53.81,30.45,51.28,59.45,2.49,56.2,39.1,1
Chilli,41.42,39.32,67.99,92.51,1.48,97.3,22.26,2
Tomato,25.2,29.45,42.42,10.34,7.88,45.2,8.42,2
Tomato,84.84,35.67,48.26,88.84,2.66,112.2,66.19,0
Chilli,58.26,33.16,52.44,58.54,3.32,112.8,37.35,1
Tomato,45.76,30.36,59.7,23.61,2.35,16.3,36.5,1
Cotton,40.98,20.84,37.09,87.03,6.7,77.8,29.58,2
Rice,78.4,33.15,89.96,58.32,1.57,26.0,67.88,0
Rice,72.48,32.85,51.52,50.33,1.02,58.5,63.77,0
Cotton,71.78,22.5,50.8,54.97,7.05,108.8,64.06,0
Chilli,58.13,35.92,65.52,23.26,1.47,18.1,43.55,1
Rice,77.16,29.34,81.97,20.15,6.86,113.1,63.04,0
Groundnut,35.95,26.48,60.12,69.54,4.63,119.4,22.66,2
Rice,64.26,36.48,48.69,89.24,6.59,83.7,45.94,1
Groundnut,43.31,26.87,66.12,72.5,0.56,49.2,38.67,1
Cotton,57.0,32.44,61.56,85.67,7.71,37.6,47.0,1
Groundnut,84.87,32.36,58.27,86.03,2.4,57.6,73.14,0
Groundnut,83.92,21.06,89.11,12.88,0.47,29.8,83.8,0
Tomato,50.88,28.46,89.78,79.39,6.12,12.2,40.45,1
Cotton,55.17,24.46,65.91,79.49,1.43,16.9,48.55,1
Tomato,77.81,23.99,38.74,41.5,2.81,83.0,62.88,0
Maize,83.99,33.1,66.18,46.89,4.76,12.3,71.58,0
Tomato,69.5,20.23,87.39,77.09,0.55,43.2,69.62,0
Maize,19.56,39.38,85.91,98.79,1.62,84.4,5.0,2
Groundnut,37.58,27.91,46.85,98.9,3.91,29.2,28.67,2
Maize,77.76,25.98,45.46,52.65,3.38,46.6,66.05,0
Rice,68.78,38.4,43.37,81.06,4.46,13.5,52.69,0
Tomato,66.96,29.73,80.09,51.95,5.83,22.4,54.66,0
Cotton,61.75,32.29,61.95,87.94,2.82,34.9,54.52,0
Chilli,44.07,33.92,53.59,68.48,3.24,23.9,29.72,2
Chilli,43.23,37.43,52.86,94.3,2.18,61.9,25.55,2
Maize,71.63,22.59,50.15,99.75,2.72,24.0,64.08,0
Tomato,35.56,21.63,83.54,39.72,0.41,43.6,30.33,1
Chilli,62.94,39.87,57.53,98.14,4.64,89.6,37.44,1
Chilli,65.83,20.18,48.42,72.33,1.38,81.9,57.33,0
Groundnut,74.12,34.16,74.07,31.43,5.73,52.1,60.11,0
Chilli,37.39,32.22,69.95,10.28,0.34,112.4,26.23,2
Groundnut,66.93,31.05,74.35,71.55,0.48,96.6,57.29,0
Cotton,22.45,35.72,80.21,30.01,2.28,76.8,11.39,2
Rice,24.66,39.85,40.57,30.82,3.51,58.0,5.0,2
Maize,44.21,20.94,35.11,59.7,5.55,16.6,35.15,1
Maize,18.87,32.29,37.78,12.78,5.54,55.4,5.0,2
Rice,81.34,34.34,73.87,47.47,7.79,70.0,68.34,0
Tomato,78.13,26.12,86.4,81.94,2.81,119.0,69.41,0
Cotton,18.43,37.86,53.21,12.45,0.47,114.7,7.9,2
Maize,73.68,29.14,77.97,66.15,6.89,22.3,61.18,0
Rice,50.62,23.29,75.11,24.25,5.85,117.7,41.86,1
Tomato,64.14,37.09,88.79,87.66,0.54,93.0,51.79,0
Tomato,77.09,38.86,60.89,45.16,0.67,85.0,61.52,0
Tomato,55.39,21.99,44.13,83.09,3.81,109.4,44.74,1
Rice,23.14,35.03,77.09,75.14,2.73,45.8,13.04,2
Cotton,15.18,24.3,80.04,89.01,4.77,53.9,9.57,2
Cotton,49.78,20.13,73.9,56.52,1.75,105.8,45.46,1
Maize,81.45,25.21,82.47,53.75,7.67,21.4,73.93,0
Chilli,55.08,37.1,55.42,13.37,4.1,88.0,32.61,1
Groundnut,41.11,22.82,72.97,58.04,6.01,99.1,30.97,1
Groundnut,17.16,22.61,49.51,56.98,1.01,107.4,12.52,2
Rice,79.05,34.78,59.55,64.58,4.94,34.1,64.01,0
Groundnut,37.9,28.13,48.34,21.79,6.92,84.7,23.42,2
Rice,64.33,22.97,43.5,58.6,0.18,19.4,61.08,0
Rice,63.6,24.6,36.98,50.86,4.32,104.7,51.78,0
Maize,32.77,35.89,71.93,63.64,1.97,63.0,18.01,2
Cotton,19.46,32.47,83.14,69.45,3.83,78.7,12.51,2
Rice,41.95,35.22,52.29,42.53,6.53,103.7,24.56,2
Tomato,37.2,21.96,58.61,55.36,5.52,65.7,26.54,2
Tomato,64.02,29.16,35.2,45.56,6.04,66.0,42.5,1
Maize,72.38,35.94,57.71,78.89,1.69,61.1,57.82,0
Groundnut,30.57,25.32,50.47,81.68,6.66,76.1,19.63,2
Tomato,51.98,23.38,66.58,36.36,4.91,88.9,40.86,1
Tomato,17.84,27.64,84.97,33.36,0.55,98.6,7.62,2
Rice,30.0,26.67,62.84,71.05,6.9,13.3,18.79,2
Tomato,68.32,23.71,72.15,79.66,0.45,48.3,61.59,0
Rice,70.54,39.08,73.8,10.98,0.23,57.6,58.04,0
Chilli,69.35,29.66,43.38,48.47,6.67,20.9,51.86,0
Maize,24.97,32.16,54.06,37.7,0.1,92.7,16.19,2
Maize,53.57,22.42,41.22,78.99,0.71,67.5,46.22,1
Cotton,44.59,32.2,59.24,22.92,0.14,10.2,33.12,1
Chilli,84.4,31.11,83.8,80.04,7.04,79.5,70.09,0
Rice,60.78,38.64,61.45,69.53,0.36,47.3,47.92,1
Maize,80.46,28.25,60.09,85.86,2.98,90.0,71.54,0
Tomato,25.17,35.64,46.51,99.12,1.74,29.8,8.73,2
Cotton,46.56,26.08,52.06,52.89,2.73,10.1,38.87,1
Tomato,69.01,31.58,86.51,72.95,2.32,19.6,63.24,0
Rice,40.75,38.54,51.66,73.9,7.1,58.4,20.55,2
Cotton,59.28,32.5,75.23,86.01,6.15,92.3,49.35,1
Maize,50.82,34.22,37.32,56.63,7.08,76.4,31.47,1
Rice,84.44,37.52,42.06,19.69,5.76,11.6,66.7,0
Cotton,27.17,38.51,52.13,98.14,2.64,75.1,12.1,2
Tomato,80.47,24.17,84.58,15.12,1.49,63.0,77.65,0
Groundnut,43.11,23.92,47.06,96.61,4.24,97.6,33.34,1
Cotton,47.76,31.01,74.97,32.98,2.85,38.2,40.79,1
Maize,52.0,39.91,44.21,54.32,5.15,89.1,32.97,1
Chilli,33.58,29.8,68.71,95.56,0.31,79.5,24.11,2
Chilli,82.46,26.62,67.28,70.9,5.7,78.5,67.82,0
Chilli,78.8,30.75,69.21,62.7,2.4,54.6,63.94,0
Rice,83.1,21.29,50.75,39.33,3.7,11.4,79.57,0
Tomato,84.78,23.54,43.92,36.32,7.83,30.6,71.39,0
Tomato,61.89,22.98,83.76,12.95,1.72,102.9,56.07,0
Cotton,46.62,20.56,66.32,62.77,0.94,77.9,46.39,1
Rice,74.55,34.44,46.66,48.71,1.68,73.6,59.08,0
Chilli,16.67,26.51,57.73,30.19,2.81,67.8,5.0,2
Cotton,73.41,23.37,38.69,44.58,4.29,18.5,61.58,0
Groundnut,49.81,30.24,61.15,94.68,7.84,48.2,34.62,1
Tomato,62.13,26.47,58.31,86.36,6.96,78.1,47.99,1
Rice,41.18,27.86,42.3,48.74,5.72,23.8,31.84,1
Cotton,40.8,26.31,59.44,98.2,5.76,111.3,32.34,1
Rice,17.22,20.08,70.17,51.59,2.27,18.0,8.61,2
Rice,44.67,33.77,86.07,41.42,7.42,84.8,36.99,1
Groundnut,43.58,22.21,73.68,44.91,4.32,43.1,36.46,1
Groundnut,30.74,24.38,62.63,88.72,1.3,105.0,25.54,2
Cotton,32.31,23.81,77.35,34.1,7.6,101.0,24.93,2
Groundnut,55.89,26.63,50.4,29.99,4.05,46.7,45.19,1
Rice,37.24,23.2,71.78,96.45,1.24,60.8,31.76,1
Rice,73.12,26.94,35.28,76.08,5.88,115.5,56.84,0
Tomato,22.8,24.87,38.99,78.74,1.87,76.9,8.65,2
Rice,55.44,21.22,69.33,76.63,1.5,10.7,51.59,0
Groundnut,26.2,37.41,45.59,71.46,2.14,95.5,6.97,2
Rice,51.98,26.11,72.88,18.21,4.63,49.7,46.99,1
Chilli,53.68,21.91,70.02,77.83,2.34,40.3,47.94,1
Groundnut,59.96,30.43,38.5,32.4,0.33,101.5,51.75,0
Cotton,44.92,22.47,56.59,21.92,3.1,116.4,36.77,1
Tomato,50.66,35.46,68.72,98.47,1.88,16.8,36.08,1
Maize,27.67,21.23,74.24,12.51,4.09,52.9,22.77,2
Chilli,47.41,29.29,79.88,12.85,3.68,40.8,36.54,1
Cotton,41.11,38.88,53.17,37.89,0.62,108.8,29.8,2
Maize,61.63,23.18,81.02,85.98,1.96,105.4,58.48,0
Tomato,45.44,24.03,54.48,98.01,2.25,109.1,37.27,1
Cotton,69.55,32.01,35.38,20.67,3.88,14.7,60.3,0
Groundnut,44.82,39.6,68.55,45.59,6.58,15.5,29.6,2
Maize,31.5,27.72,48.29,76.09,1.75,70.7,19.45,2
Rice,34.16,32.97,41.84,68.1,1.27,28.4,24.46,2
Chilli,18.17,23.05,49.21,31.0,0.01,22.4,12.85,2
Groundnut,52.79,32.83,80.54,39.63,4.85,38.6,40.09,1
Groundnut,73.16,25.05,85.27,63.49,2.61,88.0,65.78,0
Maize,68.84,32.27,87.89,13.19,5.36,83.9,56.37,0
Rice,45.65,21.77,51.66,78.24,5.52,96.4,38.42,1
Chilli,28.73,30.5,60.08,34.79,0.36,16.9,18.78,2
Cotton,75.44,24.75,79.14,84.55,3.35,94.3,69.17,0
Groundnut,18.97,33.63,52.48,71.53,7.74,64.0,5.0,2
Rice,42.95,34.95,56.18,68.09,2.2,44.4,29.7,2
Tomato,74.96,36.96,48.05,79.06,4.24,77.1,52.91,0
Maize,42.52,39.85,66.48,16.76,4.3,97.9,25.97,2
Rice,23.25,29.19,71.26,33.4,2.08,21.4,13.37,2
Groundnut,33.62,33.41,52.51,56.96,6.23,98.8,17.25,2
Rice,57.0,20.37,36.33,79.94,0.03,72.6,49.94,1
Chilli,25.64,38.1,75.47,86.42,1.81,78.2,11.62,2
Groundnut,60.85,32.31,68.91,44.39,4.74,106.7,46.64,1
Cotton,45.67,28.43,47.04,81.43,7.34,88.1,31.08,1
Cotton,38.41,28.69,52.31,29.82,0.08,74.2,32.4,1
Tomato,31.86,35.16,87.64,17.42,4.81,47.0,16.16,2
Cotton,72.63,36.67,69.66,32.19,0.03,66.1,62.99,0
Maize,42.77,36.16,67.75,91.28,4.98,102.0,28.77,2
Rice,66.69,30.21,70.18,58.96,3.29,119.5,54.26,0
Maize,45.82,27.42,87.49,53.32,3.48,93.2,37.09,1
Maize,21.43,38.91,53.69,76.9,7.74,96.9,5.0,2
Chilli,45.84,32.68,50.45,10.91,5.46,86.9,28.07,2
Tomato,50.54,30.87,55.72,20.65,1.57,94.4,36.88,1
Maize,47.05,31.97,79.05,18.96,7.98,36.7,34.99,1
Maize,72.14,32.6,41.65,20.95,2.05,56.6,56.66,0
Tomato,78.76,34.26,46.38,50.81,5.49,71.2,62.2,0
Cotton,70.07,31.06,47.55,35.26,5.44,70.4,60.93,0
Tomato,55.79,37.51,70.0,80.72,6.8,75.7,36.73,1
Cotton,52.9,37.19,70.29,85.51,3.19,117.1,38.6,1
Tomato,60.12,28.85,55.45,93.24,5.57,104.1,44.42,1
Groundnut,35.15,23.37,50.19,27.65,5.01,101.1,24.2,2
Maize,71.83,31.53,76.51,55.26,3.49,101.3,63.31,0
Rice,74.98,32.41,36.74,14.38,7.33,97.3,57.56,0
Rice,33.71,30.47,75.63,31.59,2.02,84.7,27.29,2
Cotton,78.2,37.81,46.57,65.36,1.79,38.2,65.57,0
Groundnut,74.41,21.86,84.65,48.02,5.04,104.1,67.79,0
Tomato,44.71,25.75,57.75,72.16,1.52,40.8,35.02,1
Chilli,78.63,37.32,70.33,85.53,6.64,89.7,58.49,0
Chilli,23.43,38.79,41.65,15.36,2.72,22.2,6.05,2
Rice,16.96,28.52,48.96,94.48,3.37,70.2,5.0,2
Maize,39.35,23.85,73.53,13.82,5.46,45.1,32.88,1
Cotton,54.58,28.41,65.27,98.35,7.08,87.5,46.5,1
Groundnut,39.6,29.12,77.38,67.39,5.52,104.1,26.9,2
Groundnut,80.94,30.39,65.99,13.9,0.75,11.7,75.02,0
Rice,32.83,25.49,66.31,45.43,2.7,22.6,28.06,2
Tomato,34.68,26.25,82.2,33.24,6.0,111.8,24.81,2
Maize,59.44,33.11,58.36,81.87,7.26,36.3,42.08,1
Rice,15.27,32.44,84.23,30.29,5.07,90.4,5.0,2
Chilli,65.93,33.24,55.47,84.36,4.77,99.4,48.13,1
Rice,41.42,27.55,53.07,38.11,3.03,91.5,35.08,1
Rice,83.44,26.73,77.87,99.02,3.82,13.5,76.44,0
Rice,63.4,27.03,35.64,34.34,3.46,90.9,50.94,0
Tomato,18.66,39.02,44.47,71.65,0.44,115.8,5.0,2
Cotton,21.48,27.9,38.95,82.02,0.17,50.6,11.15,2
Tomato,21.17,32.12,63.17,29.48,4.94,88.1,5.0,2
Groundnut,81.68,30.46,69.54,16.82,4.08,40.4,71.61,0
Tomato,62.88,37.52,35.57,59.61,1.96,119.7,39.41,1
Rice,44.93,27.38,43.88,70.94,7.14,32.9,30.79,1
Maize,29.03,28.68,51.64,83.55,1.65,43.6,14.77,2
Cotton,76.15,36.86,51.18,34.55,5.6,28.5,64.92,0
Rice,29.11,23.22,40.34,88.51,6.31,115.1,17.3,2
Rice,64.47,31.89,44.51,92.42,6.72,72.9,49.65,1
Groundnut,68.43,28.0,81.59,80.13,6.72,37.2,56.2,0
Chilli,35.63,39.72,73.53,10.68,6.35,24.8,18.88,2
Maize,50.34,34.43,51.29,17.85,3.66,106.2,36.96,1
Cotton,30.61,20.21,49.49,99.8,4.99,16.9,24.42,2
Groundnut,41.53,36.79,39.41,76.06,6.86,80.8,20.99,2
Maize,82.56,34.06,54.19,66.41,3.36,77.1,68.55,0
Chilli,63.52,31.22,56.89,91.12,5.37,94.9,48.45,1
Rice,74.26,24.72,84.73,13.57,1.28,85.0,70.95,0
Tomato,52.84,22.99,75.87,78.16,4.52,102.0,45.2,1
Chilli,31.73,32.57,61.35,68.92,1.13,14.2,21.84,2
Tomato,64.9,28.8,42.42,86.34,5.28,57.3,47.74,1
Groundnut,50.04,37.23,71.09,80.01,3.01,18.9,38.79,1
Groundnut,27.38,25.25,86.48,53.64,1.82,54.6,21.24,2
Tomato,43.87,32.75,39.29,16.39,2.89,71.7,21.87,2
Maize,59.44,24.98,81.67,91.85,5.61,75.3,49.61,1
Tomato,66.47,32.73,44.91,78.72,7.26,111.7,44.76,1
Chilli,32.03,20.97,73.57,42.08,0.09,111.4,27.71,2
Rice,76.32,27.83,45.11,98.55,1.34,44.1,68.53,0
Maize,41.57,23.45,68.0,38.0,5.65,86.9,32.26,1
Chilli,33.98,32.12,48.07,43.35,4.55,88.4,20.71,2
Chilli,28.66,26.33,64.79,97.72,2.55,115.3,16.61,2
Chilli,71.29,35.43,68.01,70.13,5.21,19.2,51.23,0
Tomato,39.79,22.29,69.02,89.13,6.94,77.9,29.71,2
Cotton,48.84,31.12,72.55,89.9,2.06,54.8,39.51,1
Cotton,30.6,31.87,38.8,58.28,3.89,48.2,16.24,2
Cotton,63.03,20.44,73.69,34.03,0.17,77.9,59.67,0
Maize,69.67,20.72,43.5,86.27,7.57,40.7,57.05,0
Groundnut,38.76,26.16,72.24,55.17,6.41,13.9,28.05,2
Maize,81.16,32.18,41.82,60.79,4.04,95.6,68.04,0
Cotton,17.14,39.25,61.37,58.72,7.94,19.5,5.0,2
Tomato,24.31,21.82,56.27,10.86,1.76,46.1,16.71,2
Tomato,56.22,34.06,88.2,14.13,5.95,75.4,44.57,1
Chilli,64.1,33.85,69.69,65.47,6.16,78.6,46.53,1
Chilli,32.55,33.39,39.85,81.5,6.65,83.3,9.63,2
Cotton,53.78,30.32,73.55,51.13,5.48,119.4,40.37,1
Tomato,37.29,39.34,45.68,27.14,1.52,54.2,18.3,2
Groundnut,53.79,30.04,50.74,46.6,0.73,25.1,40.66,1
Tomato,61.15,36.77,55.81,79.15,1.44,25.2,43.35,1
Chilli,83.1,25.25,77.69,19.78,6.87,66.1,71.17,0
Groundnut,46.9,36.13,86.92,60.42,3.22,52.2,37.41,1
Chilli,60.38,39.93,85.84,73.2,4.37,110.4,44.76,1
Cotton,55.46,38.2,44.39,47.42,0.2,66.2,44.03,1
Groundnut,37.23,26.08,38.32,64.11,3.93,59.7,25.48,2
Groundnut,32.71,36.92,80.57,89.51,3.27,104.9,17.76,2
Maize,84.15,21.91,50.85,29.15,4.28,97.6,75.12,0
Maize,29.48,33.55,67.06,22.16,3.0,88.5,19.52,2
Tomato,70.32,26.84,88.82,15.48,0.6,68.0,64.48,0
Chilli,25.26,33.17,45.25,75.36,0.35,35.8,10.5,2
Groundnut,71.3,28.24,55.62,91.05,7.6,72.4,57.08,0
Maize,28.0,20.18,82.72,72.14,4.83,22.7,22.9,2
Maize,82.7,24.63,70.75,97.88,5.15,69.0,74.45,0
Rice,63.02,20.85,86.57,73.73,7.32,103.7,54.37,0
Maize,21.31,28.55,69.74,35.96,4.41,66.7,11.08,2
Tomato,63.52,36.8,51.7,33.0,4.92,17.5,46.21,1
Groundnut,57.25,34.76,79.28,70.0,4.18,13.4,46.27,1
Chilli,38.63,35.78,76.76,70.82,1.41,104.7,22.18,2
Rice,33.25,36.14,86.35,57.14,2.49,34.7,22.53,2
Rice,65.31,27.44,61.19,57.42,7.07,67.8,52.4,0
Groundnut,66.9,30.12,62.66,47.5,3.55,95.4,54.78,0
Groundnut,37.9,30.17,52.81,41.49,1.63,37.9,26.01,2
Cotton,76.34,22.26,49.78,67.06,6.62,91.1,69.52,0
Rice,33.82,31.96,89.81,77.28,0.7,18.3,27.57,2
Rice,19.89,34.4,88.75,83.21,5.12,92.3,5.0,2
Tomato,56.99,32.22,64.13,37.71,5.6,17.0,39.52,1
Cotton,22.49,34.92,87.53,87.2,2.43,40.5,16.21,2
Cotton,34.37,22.38,54.59,37.25,1.34,38.2,28.85,2
Groundnut,50.5,35.23,81.75,37.44,3.59,108.1,36.64,1
Rice,35.05,24.16,69.92,82.54,6.04,68.8,28.48,2
Rice,30.05,37.54,74.44,97.24,7.09,102.7,13.44,2
Groundnut,64.22,24.9,74.5,93.9,6.52,74.1,52.15,0
Groundnut,53.29,29.84,69.97,20.0,0.88,98.8,41.63,1
Cotton,73.78,29.75,81.88,35.96,1.78,70.6,68.05,0
Rice,55.69,25.38,56.56,78.39,4.94,59.5,49.98,1
Rice,48.84,27.23,81.71,82.56,5.68,82.4,41.22,1
Rice,33.29,23.71,45.09,55.38,0.07,41.5,25.94,2
Cotton,70.44,31.4,46.0,11.45,1.14,111.1,59.12,0
Groundnut,28.78,38.26,74.45,55.17,0.75,109.9,15.37,2
Chilli,31.96,26.33,76.26,12.8,2.73,18.0,20.19,2
Tomato,73.91,30.16,84.63,35.33,5.45,110.8,60.7,0
Cotton,66.88,37.24,50.11,69.12,7.55,30.0,52.65,0
Rice,57.9,29.05,38.08,22.11,0.72,84.9,50.4,0
Cotton,17.72,36.63,62.91,74.12,4.05,100.5,6.63,2
Groundnut,23.91,28.93,83.14,65.92,2.98,36.5,19.87,2
Cotton,50.0,28.8,88.43,48.67,3.19,22.4,47.3,1
Groundnut,67.24,23.14,82.18,43.49,0.54,93.2,65.61,0
Chilli,47.49,22.5,61.95,92.32,2.31,58.7,39.98,1
Maize,16.21,32.23,82.49,59.79,2.02,63.5,6.84,2
Tomato,27.9,36.55,46.77,90.0,5.75,93.8,5.0,2
Groundnut,56.21,22.71,85.66,47.12,5.13,37.9,50.61,0
Cotton,63.6,38.2,66.18,63.52,5.09,20.7,51.71,0
Tomato,17.34,27.18,56.41,95.91,4.15,115.4,5.0,2
Groundnut,18.03,28.51,66.99,21.17,2.74,87.0,5.0,2
Rice,33.29,37.89,78.12,33.65,1.95,81.7,23.92,2
Chilli,20.85,37.93,48.21,92.5,0.09,46.6,5.23,2
Tomato,52.94,30.5,40.6,47.98,1.18,119.5,41.16,1
Chilli,23.66,25.54,75.32,34.48,1.76,34.5,18.18,2
Maize,60.38,23.44,87.39,99.76,7.8,29.6,55.0,0
Maize,69.41,25.43,70.03,19.2,7.76,45.0,60.51,0
Cotton,82.94,35.61,42.84,65.04,6.14,91.3,66.12,0
Cotton,81.39,26.49,70.39,80.93,4.88,36.1,72.71,0
Maize,34.14,33.89,41.41,80.81,5.35,44.4,16.25,2
Groundnut,17.06,23.9,51.69,49.77,4.8,68.3,5.05,2
Maize,38.06,29.57,36.74,13.96,5.17,81.5,25.85,2
Rice,64.59,27.04,61.81,85.69,1.75,26.4,57.17,0
